ID,Title,Authors,Year,Abstract,Keywords,Datenbank
446,Deep learning algorithm for digital image forensics,S. Verma; R. Chauhan; R. Rawat; Pratibha,2024,"The creative population uses easy ways of editing and generating data, which has become easy to share and edit all over the Internet. Therefore, it has become crucial to verify the authenticity and to use more innovative methods to avoid problems like copy paste and deepfake. There are a number of methods that can help people come out of these problems in a minute, like using deep learning techniques to analyze images practically. These techniques would help us to separate out the real and artificially generated contents, or abstracts. Nowadays, deep learning is the most technical and intellectual concept to overcome from deepfake. This survey demonstrates how deep learning can help distinguish between real and fraudulent images: Through this technique, it provides reliability for creating and evolving it. This method allows us to examine the advantages and disadvantages of the above model with respect to its limitations as well. Assuming this article represents all the awaited potential to give a correct direction to the development and innovation that helps others. It helps people and society in a way to input their problem, process it, and give a useful output. This comprehensive guide is made to support image forgery and its detection and to provide rigid boundary against proliferation of contents.",Image forgery;proliferation;deep learning;copying and moving;artificially generated;deepfake;authenticity,IEE
447,Machine learning approach to quick incident response,C. Nil?; I. Apostol; V. Patriciu,2020,"Tracking the evolution from the first DARPA set designed for IDS ML solutions, more than twenty years later, it can be noticed, that every time a new cybersecurity problem is discovered, unconsidered by previous solutions, a higher-level system is developed to solve it. Training on data specific to the defended system is more effective than training on publicly available datasets. This fact is arguable for the security solutions reviewed, but it is sure for solutions dedicated to incident response and forensics operations. This paper's objective is to design a machine learning-based schema for triage solutions used in quick incident response. More precisely, we evaluated the applicability of machine learning techniques for classifying unknown web access logs.",machine learning;incident response;cybersecurity,IEE
448,Audio Deepfakes: Feature Extraction and Model Evaluation for Detection,R. K. Bhukya; A. Raj; D. N. Raja,2024,"Cutting-edge AI-driven tools are currently employed for replicating human voices, leading to the emergence of audio deepfakes. Initially designed to enhance experiences like audio-books, the potential misuse of audio deepfakes poses significant risks to public safety. Despite advancements in detecting video deepfakes, identifying audio deepfakes remains challenging. We employ methods to extract features such as Mel-frequency cepstral coefficients, chromagrams, spectral contrast, tonnetz, and Mel-spectrograms from audio samples. The extracted deep features are concatenated together and then employed in machine learning and deep learning models to evaluate the ASVspoof2021 dataset to categorize it into bonafide and spoofed speech utterances. The experimental results reveal that the multilayer perceptron model achieves the highest accuracy rate of 96.073%, while SVM, k-NN, XGBoost, and RF produce accuracy rates of 93.58%, 94.58%, 93.544%, and 93.58%, respectively. Additionally, DL models, including CNN, achieve an accuracy rate of 98.2%, DNN of 97.6%, and LSTM of 97.7%, showcasing the superiority of CNN in identifying deepfake audio amidst the evolving landscape of synthetic media.",Deepfake;MFCCs;ML;DL;LSTM,IEE
449,AI in Cybersecurity,M. Corbett; S. Sajal,2023,"Huge strides have been made recently in AI-generated media. Writing, videos, audio, and images are being created, bearing more and more resemblance to work created by humans. There is still a way to go, but the Turing Test may be passed trivially if things continue at the current rate. AI's continued development will cause a litany of new innovations and security issues. This research details the impact of this development so far and the impending changes soon to come. The objective of the research is to evaluate the ability of implementations of AI to either bypass or reinforce preexisting security measures. This is exploratory research that will focus on qualitative research. AI has already had a lot of impact on implementing new security measures. AI leads to new levels of data analysis and detecting unusual behavior across an entire network, which can rapidly increase security response times. There will also be more proactive AI that attempts to locate security vulnerabilities so that they can be secured. However, there are several new threats from AI. Attacks that use AI to mimic a voice ideally mean phishing attacks will increase complexity and begin training algorithms. When AI can simulate realistic conversation all on its own, this will lead to many growing security risks. AI will also become a new target for threats, for which entirely new security features must be generated.",AI;Security;Machine Learning;Development,IEE
450,Enhancing Deepfake Detection With Diversified Self-Blending Images and Residuals,Q. Liu; Z. Xue; H. Liu; J. Liu,2024,"The advancement of deep forgery technology has significantly impacted the credibility of media content, making the detection of deep forgeries crucial for ensuring media security. Although research on deepfake detection methods has been progressively advancing, current approaches predominantly rely on detecting and identifying artifacts. As deep forgery technology continually improves, high-quality synthetic images and those produced through reconstruction methods have become increasingly sophisticated, rendering artifact and trace detection methods somewhat limited. To address this issue, we introduce a deep forgery detection method that integrates deep neural networks with fine-grained artifact features. Our proposed method simulates diverse facial synthesis data by employing facial color conversion, facial frequency domain conversion, and facial mask deformation and blurring. This trains the deepfake detection model to adapt to various synthesis techniques. The classifier model is trained using multiple perturbations of authentic images, with fine-grained artifact features ensuring the stability of the detection process. Our approach achieves superior accuracy and AUC values on the FF++ and WildDeepfake datasets, demonstrating its effectiveness and adaptability in detecting deep forgeries.",Deep learning;deepfake;synthetic data;image forensics,IEE
451,MeDiFakeD: Medical Deepfake Detection using Convolutional Reservoir Networks,R. Budhiraja; M. Kumar; M. K. Das; A. S. Bafila; S. Singh,2022,"Generation of photo-realistic fake content using Artificial Intelligence (AI)-based Generative Adversarial Networks has not only engulfed media, facial recognition or social networks, but is now rapidly surging ahead in the realm of medical imaging and is further facilitated by worldwide Covid-19 outbreak. Medical Deepfake pertains to application of AI-triggered deepfake technology on to medical modalities like Computed Tomography (CT) scan, X-Ray, Ultrasound etc. Owing to its high degree of privacy and sensitivity, any threats originating from exposed vulnerabilities, or, attacks on patients medical imagery takes an extremely threatening stance, either devastating the patients remaining lifespan, or resulting in grave financial frauds while satiating corrupt business motives. These tampering attacks, involve either insertion or removal of certain disease conditions, tumors in/from the modality under analysis. This paper implements and demonstrates a practical, lightweight technique which aims to accelerate deepfake detection for biomedical imagery by detecting malignant tumors injected in modalities of healthy patients. The developed technique makes use of convolutional reservoir networks (CoRN), which enable ensemble feature extraction and results in improved classification metrics. We further corroborate its effectiveness while working with a miniscule (< 100) set of images and illustrate the extent of generalization attained with different forms of the same medical imagery.",Medical Image Tampering;Medical Deepfake Detection;Convolutional Reservoir Network;Convolution Neural Networks;Reservoir Computing;Computed Tomography,IEE
452,Joint Physical-Digital Facial Attack Detection Via Simulating Spoofing Clues,X. He; D. Liang; S. Yang; Z. Hao; H. Ma; B. Mao; X. Li; Y. Wang; P. Yan; A. Liu,2024,"Face recognition systems are frequently subjected to a variety of physical and digital attacks of different types. Previous methods have achieved satisfactory performance in scenarios that address physical attacks and digital attacks, respectively. However, few methods are considered to integrate a model that simultaneously addresses both physical and digital attacks, implying the necessity to develop and maintain multiple models. To jointly detect physical and digital attacks within a single model, we propose an innovative approach that can adapt to any network architecture. Our approach mainly contains two types of data augmentation, which we call Simulated Physical Spoofing Clues augmentation (SPSC) and Simulated Digital Spoofing Clues augmentation (SDSC). SPSC and SDSC augment live samples into simulated attack samples by simulating spoofing clues of physical and digital attacks, respectively, which significantly improve the capability of the model to detect ""unseen"" attack types. Extensive experiments show that SPSC and SDSC can achieve state-of-the-art generalization in Protocols 2.1 and 2.2 of the UniAttackData dataset, respectively. Our method won first place in ""Unified Physical-Digital Face Attack Detection"" of the 5th Face Anti-spoofing Challenge@CVPR2024. Our final submission obtains 3.75% APCER, 0.93% BPCER, and 2.34% ACER, respectively. Our code is available at https://github.com/Xianhua-He/cvpr2024-face-anti-spoofing-challenge.",,IEE
453,Fairness Evaluation in Deepfake Detection Models using Metamorphic Testing,M. Pu; M. Y. Kuan; N. T. Lim; C. Y. Chong; M. K. Lim,2022,"Fairness of deepfake detectors in the presence of anomalies are not well investigated, especially if those anomalies are more prominent in either male or female subjects. The primary motivation for this work is to evaluate how deepfake detection model behaves under such anomalies. However, due to the black-box nature of deep learning (DL) and artificial intelligence (AI) systems, it is hard to predict the performance of a model when the input data is modified. Crucially, if this defect is not addressed properly, it will adversely affect the fairness of the model and result in discrimination of certain sub-population unintentionally. Therefore, the objective of this work is to adopt metamorphic testing to examine the reliability of the selected deepfake detection model, and how the transformation of input variation places influence on the output. We have chosen MesoInception-4, a state-of-the-art deepfake detection model, as the target model and makeup as the anomalies. Makeups are applied through utilizing the Dlib library to obtain the 68 facial landmarks prior to filling in the RGB values. Metamorphic relations are derived based on the notion that realistic perturbations of the input images, such as makeup, involving eyeliners, eye shadows, blushes, and lipsticks (which are common cosmetic appearance) applied to male and female images, should not alter the output of the model by a huge margin. Furthermore, we narrow down the scope to focus on revealing potential gender biases in DL and AI systems. Specifically, we are interested to examine whether MesoInception-4 model produces unfair decisions, which should be considered as a consequence of robustness issues. The findings from our work have the potential to pave the way for new research directions in the quality assurance and fairness in DL and AI systems.",Metamorphic testing;fairness testing;robustness testing;oracle problem,IEE
454,Tensor-Based Deepfake Detection in Scaled and Compressed Images,S. Concas; G. Perelli; G. L. Marcialis; G. Puglisi,2022,"When deepfakes are widespread on chatting platforms, they are expected to be subject to heavy resizing and compressing steps. In this paper, we present a tensor-based representation of compressed and resized images. Tensor embeds DCT features computed on multi-scaled and multi-compressed versions of the input facial image. Moreover, a custom deep-architecture is designed and trained on the proposed representation. Experimental results show its pros and cons with respect to state-of-the-art methods.",Deepfake;face;biometric,IEE
455,Deepfake Detection Using EfficientNet and XceptionNet,B. Yasser; J. Hani; S. El-Gayar; O. Amgad; N. Ahmed; H. M. Ebied; H. Amr; M. Salah,2023,"The increasing prevalence of manipulated media, particularly deepfake videos, poses significant challenges in distinguishing real from fake content. This paper addresses the issue of detecting deepfake videos using advanced CNN architectures such as EfficientNet-B4 and XceptionNet. The FF++ and Celeb-DF (v2) datasets are used to compare real and fake videos. The methodology involves preprocessing the Celeb- DF dataset by extracting frames and isolating faces, training the models, and evaluating their performance using log loss and Area Under the Curve (AUC) metrics. The study shows that both models are effective in accurately classifying real and fake videos and highlights the importance of continuously updating deepfake detection algorithms in response to evolving deepfake generation techniques.",Deepfake Detection;Extracting Frames;cropping faces;accuracy;XceptionNet;EfficientNet,IEE
456,A Study on Combating Emerging Threat of Deepfake Weaponization,R. Katarya; A. Lal,2020,"A breakthrough in the emerging use of machine learning and deep learning is the concept of autoencoders and GAN (Generative Adversarial Networks), architectures that can generate believable synthetic content called deepfakes. The threat lies when these low-tech doctored images, videos, and audios blur the line between fake and genuine content and are used as weapons to cause damage to an unprecedented degree. This paper presents a survey of the underlying technology of deepfakes and methods proposed for their detection. Based on a detailed study of all the proposed models of detection, this paper presents SSTNet as the best model to date, that uses spatial, temporal, and steganalysis for detection. The threat posed by document and signature forgery, which is yet to be explored by researchers, has also been highlighted in this paper. This paper concludes with the discussion of research directions in this field and the development of more robust techniques to deal with the increasing threats surrounding deepfake technology.",Deep Learning;Generative Adversarial Networks;autoencoders;Deepfake detection;Fake image;Fake Video,IEE
457,Human vs. Automatic Detection of Deepfake Videos Over Noisy Channels,S. S. Prasad; O. Hadar; T. Vu; I. Polian,2022,"Identification of DeepFake video content is a challenging scientific problem that addresses a growing societal concern. We investigate the relationship between DeepFake detection by humans and by automatic methods based on state-of-the-art deep learning algorithms. The main novelty of our work is the consideration of videos that are transmitted through noisy channels and arrive with distortions. This reflects many practical environments, including surveillance based on cameras connected via noisy wireless links and videoconferencing in driving vehicles. We conduct a user study with 192 probands who classify real (genuine) and DeepFake videos with and without various classes of distortions. We find that today's deep neural networks (DNNs) outperform humans by far, whereas humans are heavily distracted by random noise from the channel. Moreover, DNNs are robust under distortions, achieving perfect classification on distorted data even when trained on distortion-free content. It appears that the human visual system and DNNs are approaching the DeepFake classification problem quite differently and their respective strengths and weaknesses are largely uncorrelated.",DeepFake Detection;Deep Learning;Noisy Channels,IEE
458,Enhancing Deepfake Detection using SE Block Attention with CNN,S. Dasgupta; J. Mason; X. Yuan; O. Odeyomi; K. Roy,2024,"In the digital age, Deepfake present a formidable challenge by using advanced artificial intelligence to create highly convincing manipulated content, undermining information authenticity and security. These sophisticated fabrications surpass traditional detection methods in complexity and realism. To address this issue, we aim to harness cutting-edge deep learning methodologies to engineer an innovative deepfake detection model. However, most of the models designed for deepfake detection are large, causing heavy storage and mem-ory consumption. In this research, we propose a lightweight convolution neural network (CNN) with squeeze and excitation block attention (SE) for Deepfake detection. The SE block module is designed to perform dynamic channel-wise feature recalibration. The SE block allows the network to emphasize informative features and suppress less useful ones, which leads to a more efficient and effective learning module. This module is integrated with a simple sequential model to perform Deepfake detection. The model is smaller in size and it achieves competing accuracy with the existing models for deepfake detection tasks. The model achieved an overall classification accuracy of 94.14% and AVC-ROC score of 0.985 on the Style GAN dataset from the Diverse Fake Face Dataset. Our proposed approach presents a promising avenue for combating the Deepfake challenge with minimal computational resources, developing efficient and scalable solutions for digital content verification.",SE Block;CNN;Deepfake Detection;Entire Face Synthesis,IEE
459,Comparative Analysis of Deepfake Video Detection Using Inception Net and Efficient Net,G. R. E; M. E; G. K. C; T. Bellam; B. P; K. Rengaraju,2022,"Human beings have the most distinctive feature that is human face. We can exchange somebody faces with anybody else's faces that appear realistic because many have another type of algo is based upon deepfake tech. Deepfake videos / photos is revolutionary subdual of AI tech by using someones human face can overwrite of someones face. More generously, with many different methods based on productive pictures. Unwillingly the overuse of smartphone and organizing by multiple internet web using AI manipulated data is reaching quicker in something which can we see in the 20th century, global danger is made up by these products Deepfakes are digital manipulation techniques that use machine learning to produce misleading videos. Identification is most difficult part to find from the original. Previously, CNN networks were used to perform identify the deep fake verification. Due to the increasing popularity of deep fakes identification of real one is more important find ways to detect manipulated videos that are presented as real ones. In this project, we will study different methods that can be used to detect such images as well as videos. This study shows that they can also be done using a convolutional algorithm known as Efficient Net and Inception Net. In this Paper, we compare various versions of Convolutional Inception Net with various versions of convolutional Efficient Net combined with Vision Transformers and different Data files to obtain best possible results in Deepfake detection. To get the highly accurate percentage to identify the video is fake or real by using efficient net and by inception net. tract)",Deepfake;Inception net;Efficient net;CNN;Vision Transformers,IEE
460,AVFF: Audio-Visual Feature Fusion for Video Deepfake Detection,T. Oorloff; S. Koppisetti; N. Bonettini; D. Solanki; B. Colman; Y. Yacoob; A. Shahriyari; G. Bharaj,2024,"With the rapid growth in deepfake video content, we re-quire improved and generalizable methods to detect them. Most existing detection methods either use uni-modal cues or rely on supervised training to capture the dissonance be-tween the audio and visual modalities. While the former disregards the audio-visual correspondences entirely, the lat-ter predominantly focuses on discerning audio-visual cues within the training corpus, thereby potentially overlooking correspondences that can help detect unseen deepfakes. We present Audio- Visual Feature Fusion (AVFF), a two-stage cross-modal learning method that explicitly captures the correspondence between the audio and visual modalities for improved deepfake detection. The first stage pursues representation learning via self-supervision on real videos to capture the intrinsic audio-visual correspondences. To extract rich cross-modal representations, we use contrastive learning and autoencoding objectives, and introduce a novel audio-visual complementary masking and feature fusion strategy. The learned representations are tuned in the second stage, where deepfake classification is pursued via super-vised learning on both real and fake videos. Extensive exper-iments and analysis suggest that our novel representation learning paradigm is highly discriminative in nature. We report 98.6% accuracy and 99.1% AUC on the FakeAVCeleb dataset, outperforming the current audio-visual state-of-the-art by 14.9% and 9.9%, respectively.",video deepfake detection;representation learning;audio visual;multimodal,IEE
461,Deepfakes Audio Detection Techniques Using Deep Convolutional Neural Network,B. Kumar; S. R. Alraisi,2022,"This article will introduce and discuss a new tool for detecting AI-generated audio deepfake. The convolutional neural network (CNN), is a kind of black box to detect acoustic objects, is used to build the technique in deep learning. The proposed models could be used as trustable standard networks for audial categorization. XCeption is an abbreviation for �extreme inception,� It takes the principles of Inception to their logical conclusion. It is the deep convolutional neural network architecture composed of Depth Wise Separable Convolutions, which CNN employs for audio detection. To streamline the overall system and produce real-time results",Deepfake;Used algorithms;CNN;Analyzation;Deep learning,IEE
462,A Survey paper on Understanding the Rise of AI-driven Cyber Crime and Strategies for Proactive Digital Defenders,G. V. Sai Meghana; S. Saqlain Afroz; R. Gurindapalli; S. Katari; K. Swetha,2024,"As artificial intelligence (AI) continues to evolve, so too does its integration into cyber criminal activities, presenting a formidable challenge to digital security. These findings investigate the escalating nexus between AI and cybercrimes, highlighting the emergent dangers posed by AI-driven malicious activities. The study delves into the various ways in which AI technologies are leveraged by cyber criminals to orchestrate sophisticated attacks, incorporating, data breaches, malware propagation, phishing, and social engineering tactics. Furthermore, the methodologies propose proactive research strategies aimed at mitigating the threats posed by AI-facilitated cybercrimes through the lens of digital forensic techniques. By analyzing current trends in AI-driven cyber offenses and their repercussions on digital security frameworks, this research endeavors to elucidate the imperative for novel approaches in digital forensics. Such proactive strategies encompass the establishment of AI-powered forensic tools, the enhancement of detection and attribution methodologies, and the augmentation of cyber resilience through predictive analytics and preemptive measures. Through a comprehensive review of existing literature, case studies, and empirical data, paper analysis seeks to offer insights into the changing landscape of AI-facilitated cybercrimes and the critical importance of digital forensics in countering these threats. By Gaining a more comprehensive grasp of the combined effects or interactions between AI technologies and cyber criminality, this research endeavors to inform stakeholders in the realms of cybersecurity, law enforcement, and policy-making, thereby contributing to the progress or development in proactive measures aimed at safeguarding digital ecosystems against emerging threats.",Artificial Intelligence;Cyber Crime;Digital Security;Digital Forensic;Cyber Resilience;Law enforcement;AI-Driven vehicles;Deep- Fake technology;Human Safety,IEE
463,Trusted Data Anomaly Detection (TaDA) in Ground Truth Image Data,W. Boler; A. Dale; L. Christopher,2022,"Current state-of-the-art Artificial Intelligence (AI) anomaly detection from images is primarily used for defect detection and relies on relatively homogeneous datasets of images with similar foregrounds and backgrounds. This type of anomaly detection uses human labelled ground-truth data. In our research, we have extremely heterogeneous datasets and want to identify outliers. We use self-supervised Variational Autoencoders (VAEs) to identify anomalies in the latent vector feature space. Understanding the outliers in a large training data set is important for establishing trustworthiness of the AI models learned from these data, a strong requirement for military AI applications. Our study uses 8984 examples from Kaggle military planes and 4300 examples from Kaggle landscape data. We present the results of the combined heterogeneous dataset on the localized methods, with one such result exhibiting inliers as landscapes/backgrounds and outliers as all aircraft, detecting aircraft as anomalies with a 0.87 AUC. Results also include the inter-class AUC across the different aircraft classes. Our contribution to the state-of-the-art is to apply isolation forests to the latent space data after UMAP embeddings in a strongly heterogeneous image dataset for military applications to identify anomalies.",Trusted AI;Unsupervised Anomaly Detection;VAE;UMAP;Isolation Forest,IEE
464,3D Attention Network for Face Forgery Detection,Z. Ma; X. Mei; J. Shen,2023,"With the rapid development of face forgery techniques, a large number of face synthesis videos are widely spread on the Internet, which threatens the security and trustworthiness of digital content online. It is necessary to develop face forgery detection methods. Many existing methods use only 2D CNNs to detect video frames. There are few 3D networks designed for face forgery detection. In this work, we propose to use 3D CNN for video-level face forgery detection and add a lightweight attention module to construct a 3D attention network. The network extracts both spatial and temporal features. The attention maps generated by the attention module focus on several forged regions of the fake face. To avoid the discrepancy of different regions affecting the detection results, a global attention pool is designed to replace the global average pool. The experiments implemented on FaceForensics++ show that our model achieves great accuracy and exceeds most existing methods. Cross-dataset evaluation implemented on Celeb-DF verifies that our model has strong transferability and generalization ability.",Face forgery detection;DeepFake detection;Face forgery;Digital video forensics;3D convolutional neural network,IEE
465,DeepFake Detection by Analyzing Convolutional Traces,L. Guarnera; O. Giudice; S. Battiato,2020,"The Deepfake phenomenon has become very popular nowadays thanks to the possibility to create incredibly realistic images using deep learning tools, based mainly on ad-hoc Generative Adversarial Networks (GAN). In this work we focus on the analysis of Deepfakes of human faces with the objective of creating a new detection method able to detect a forensics trace hidden in images: a sort of fingerprint left in the image generation process. The proposed technique, by means of an Expectation Maximization (EM) algorithm, extracts a set of local features specifically addressed to model the underlying convolutional generative process. Ad-hoc validation has been employed through experimental tests with naive classifiers on five different architectures (GDWCT, STARGAN, ATTGAN, STYLEGAN, STYLEGAN2) against the CELEBA dataset as ground-truth for non-fakes. Results demonstrated the effectiveness of the technique in distinguishing the different architectures and the corresponding generation process.",,IEE
466,Deepfake Detection using Multi-path CNN and Convolutional Attention Mechanism,R. B. P.; M. S. Nair,2022,"Image and video forgery using cutting-edge deep learning techniques has become one of the major issues in the social networking era. Media manipulation in which one person�s face is swapped out for another�s or has additional features added is referred to as deepfakes. Despite the fact that it has many beneficial purposes, fraudsters generally utilise it to create celebrity porn, revenge porn, and fake news, among other things. One of the biggest risks that deepfake presents is that people�s belief in the reality of many things may decline. The motivation behind deepfake detection is the need to prove that the real thing is real and the fake thing is fake. In this paper a multi-CNN approach for detecting deepfakes is being proposed. Here, a multipath convolutional neural network (CNN) with three modules is used, each of which is stacked with a convolutional block attention mechanism. The first two modules in the dual-path paradigm are a Resnet module and a Densenet module. The Resnet component enables for feature reuse while Densenet allows for the investigation of new features. The parallel InceptionResnet module contains a one-dimensional feature reduction module with residual connections. When the performance of the proposed model is compared with that of four deep learning based approaches, it is found that the proposed method gave the best outcomes, with an accuracy and F1-score of 0.940 and 0.939, respectively.",deepfake detection;deep learning;feature extraction;attention mechanism;classifier,IEE
467,Using the Swin-Transformer for Real & Fake Data Recognition in PC-Model,J. Park,2024,"Recently, due to the rapid development of generative AI technologies, the use of AI-generated images has increased significantly, making the distinction between real and fake images crucial. Generative images may be used in various ways such as data training and fast image generation, but a potential for misuse, such as in Deep fake or spreading false information, still exists. This study explores a novel model using the architecture ofSwin-Transformer to distinguish between fake and real images generated based on CNN (Convolutional Neural Networks) and GAN (Generative Adversarial Networks). The Swin-Transformer, a successor model of Vision in Transformer (ViT), applies the structure of the Transformer, which has shown outstanding performance in natural language processing, to the field of images and demonstrates excellent pixel-level segmentation performance. Real and fake images require detailed pixel-level analysis, in which the Swin-Transformer exhibits higher accuracy. Improving the performance of distinguishing between real and fake images is expected to set limits on indiscreet image generation, bringing further effects such as preventing the indiscriminate use of AI images through program-based discrimination/legal sanctions.",Artificial Intelligence;Convolution Neural Network;Generative Adversarial Network;Real&Fake,IEE
468,Unmasking DeepFake Visual Content with Generative AI,M. Roy; M. S. Raval,2023,"Recent advances in deep learning-based generative models have increased the proliferation of fake media, which has caused severe unrest globally. These generative models can create ultra-realistic images and videos that are almost impossible to differentiate from traditional image and video processing techniques. As a result, there has been a considerable demand for effective fake multimedia detection methods. This paper provides an in-depth review of different approaches to deepfake to understand and exploit counterfeit media content. The available learning techniques for creating and detecting forensic setups have been investigated in this paper as the authenticity and integrity of multimedia content play a significant role in decision-making or providing verdicts. Ultimately, we point out various futuristic technologies that can rejuvenate research to design a full-proof deepfake ecosystem.",Computer vision;deep learning;detection;fake news;generative AI,IEE
469,Deepfake Face Provenance for Proactive Forensics,J. Ai; Z. Wang; B. Huang; Z. Han; Q. Zou,2023,"Malicious deepfake face not only violates the privacy of personal identities, but also confuses the public and causes huge social harm. The current deepfake detection only stays at the level of distinguishing between true and false, but cannot trace the original genuine face corresponding to the fake face, that is, it does not have the ability to trace the source of evidence. The deepfake countermeasure technology for judicial forensics urgently calls for deepfake inversion. This paper pioneers an interesting question about face deepfake, active forensics that ""know what it is and how it happened"". Given that deepfake faces do not completely discard the features of original faces, especially facial expressions and poses, we argue that original faces can be approximately speculated from their deepfake counterparts. Correspondingly, we design a disentangling reversing network that decouples latent space features of deepfake faces under the supervision of real-fake face pair samples to infer original faces in reverse.",Deepfake;Deepfake Inversion;Disentangling Network;Inverse Mapping,IEE
470,"Deepfake Detection in Media Files - Audios, Images and Videos",B. F. Nasar; S. T; E. R. Lason,2020,"Recent advancement in deep learning has applied to solve various complex problems ranging from big data analytic to computer vision and human-level control. One among them is the deepfake technology which becomes a real threat to privacy, democracy, and national security. Deepfake is hyper-realistic digitally manipulated videos to depict people saying and doing things that never actually happened. This technology has been used in many fields in film industries for recreating videos without re-shooting, awareness video generation such as creating voices of those who have lost theirs or updating episodes of movies without re-shooting them at very low cost. This technology has many harmful usages in social media, pornographic sites, etc. to deface peoples which largely dominate the positive side of this application of deep learning. Also, the creation and spreading of these videos are increasing rapidly along all fields of media files. Therefore, it is very much important to develop efficient tools that can automatically detect the deepfake in these videos and thus reduce the public harm caused by such videos. In the early stages of deepfake detection, traditional technologies like signal processing, image processing, lip-syncing, etc were used but this provides very little accuracy when combined with the recent technologies of deep learning. So, here a system is proposed that can automatically detect the deepfake in media files such as images, videos, and audios. This uses an image processing approaches combined with deep learning which detects the inconsistency that exists in fake media.",GAN;CNN;LSTM,IEE
471,Unsupervised Learning-Based Framework for Deepfake Video Detection,L. Zhang; T. Qiao; M. Xu; N. Zheng; S. Xie,2023,"With the continuous development of computer hardware equipment and deep learning technology, it is easier for people to swap faces in videos by currently-emerging multimedia tampering tools, such as the most popular deepfake. It would bring a series of new threats of security. Although many forensic researches have focused on this new type of manipulation and achieved high detection accuracy, most of which are based on supervised learning mechanism with requiring a large number of labeled samples for training. In this paper, we first develop a novel unsupervised detection manner for identifying deepfake videos. The main fundamental behind our proposed method is that the face region in the real video is taken by the camera while its counterpart in the deepfake video is usually generated by the computer; the provenance of two videos is totally different. Specifically, our method includes two clustering stages based on Photo-Response Non-Uniformity (PRNU) and noiseprint feature. Firstly, the PRNU fingerprint of each video frame is extracted, which is used to cluster the full-size identical source video (regardless of its real or fake). Secondly, we extract the noiseprint from the face region of the video, which is used to identify (re-cluster for the task of binary classification) the deepfake sample in each cluster. Numerical experiments verify our proposed unsupervised method performs very well on our own dataset and the benchmark FF++ dataset. More importantly, its performance rivals that of the supervised-based state-of-the-art detectors.",Deepfake detection;unsupervised learning;video clustering;PRNU;noiseprint,IEE
472,Improved Generalizability of Deep-Fakes Detection using Transfer Learning Based CNN Framework,P. Ranjan; S. Patil; F. Kazi,2020,"Deep-Fakes are emerging as a significant threat to society, with potential to become weapons of mass disinformation and chaos. Simple tools provide ways to produce such digital forgeries at a large scale which makes it crucial to develop counter-attacking approaches for detection of these Deep-Learning based manipulations. This work analyzes a Transfer Learning based Convolutional Neural Network framework for the task of Deep-Fake Detection on three of the latest released datasets � DeepFakeDetection (DFD), Celeb-DF, and DeepFakeDetectionChallenge (DFDC) Preview. Additionally, a custom dataset of high-quality Deep-Fakes is compiled and used for evaluation of models. The intuition behind Transfer Learning for Deep-Fakes Detection is explored using the Explainable-AI technique of visualizing intermediate activations to provide interpretability. The critical problem of dataset shift and its effect on domain adaptation is explored by comparing cross-dataset test accuracies, with and without the usage of Transfer Learning. The results of this work indicate that even though Deep-Fake Detection is a highly domain specific task, there is a significant improvement in performance in terms of both single-domain classification accuracy and generalizability by utilizing Transfer Learning.",deep-fakes;digital forgeries;manipulation detection;convolutional neural network;transfer learning;generalizability;dataset shift;domain adaptation,IEE
473,"Content-based fake news detection using deep learning techniques: Analysis, challenges and possible solutions",S. Hangloo; B. Arora,2022,"Since the past decade, social media platforms are used widely for sharing information which may or may not be credible. Due to this many incidents have occurred that show how false news can have detrimental effect on the people and hence it becomes imperative to check the credibility of online news articles. Platforms like Facebook and Twitter have also taken multiple initiatives in past years to check the spread of misleading content on their platforms. Researchers have been continuously working on providing solutions to tackle the issue of fake news and its implications. This paper focuses on the Content-Based Fake News Detection (FND) which deploys text-based and visual-based approaches. In the past few years, a more sophisticated approach i.e the Multimodal approach is being used that combines the features of textual and visual data. This paper highlights various techniques for content-based FND using Deep Learning (DL) approach. These deep learning models and frameworks have been analyzed in detail and the results depict that there is a considerable improvement in the overall performance when the multimodal methods are used. Also, various techniques that might help for improving the efficiency of the FND frameworks are also included as future directions. This paper also presents numerous challenges that a researcher may encounter while modelling a FND framework and provides probable solution that might be applicable to overcome these challenges.",Fake news detection;Deep Fake;Image tempering;Content-based;Multimodal;Deep learning,IEE
474,The Threat of Deep Fake Technology to Trusted Identity Management,A. Ali; Y. K. Jadoon; Z. Farid; M. Ahmad; N. Abidi; H. M. Alzoubi; A. A. Alzoubi,2022,"With the rapid development of artificial intelligence technology, deepfake technology based on deep learning is receiving more and more attention from society or the industry. While enriching people's cultural and entertainment life, in-depth fakes technology has also caused many social problems, especially potential risks to managing network credible identities. With the continuous advancement of deep fakes technology, the security threats and trust crisis caused by it will become more serious. It is urgent to take adequate measures to curb the abuse risk of deep fakes. The article first introduces the principles and characteristics of deep fakes technology and then deeply analyzes its severe challenges to network trusted identity management. Finally, it researches the supervision and technical level and puts forward targeted preventive countermeasures.",Artificial intelligence;deep fakes;forgery;network trusted identity management,IEE
