ID;Title;Authors;Year;Abstract;Keywords;Database
405;Deepfake Detection Models Based on Machine Learning Technologies;"K. Smelyakov; Y. Kitsenko; A. Chupryna";2024;The paper is devoted to efficiency evaluation of modern deepfake detection models based on convolutional neural networks (CNN). In the context of rapid development of digital technologies and increasing volume of information on the internet, the relevance of detecting fake images, videos, and textual materials becomes increasingly significant. Fake content, spread through social networks and other platforms, can have serious consequences, ranging from individual malicious attacks to manipulations of public opinion on a global level. We have built and trained several models for detecting fake content using convolutional neural networks. The training was performed using Deepfake Detection Challenge Dataset. During the study, we carried out the comparative analysis of the created models. Obtained results were compared with a number of recent publications.;"Deepfake;Convolutional Neural Network;Face detection;EfjicientNet;Effectiveness";IEEE
407;EfficientNetB0 Ensemble Model for Unified Deepfakes Detection;"S. A. Minhas; S. Mushtaq; A. Javed";2023;In recent years, we have witnessed the generation of exceptional authentic deepfake images and videos due to the availability of cutting-edge Artificial Intelligence and deep learning techniques. Deepfakes represent synthetic multimedia content used to propagate disinformation for defamation, political unrest, manipulating elections, committing crimes, etc. In this paper, we present a novel ReLU-Swish EfficientNet (RSE-Net) for deepfakes detection. Our proposed RSE-Net is capable of reliably detecting deepfakes videos that are generated using different techniques. Our model leverages an ensemble of EfficientNet architectures, which are combined using a fusion technique to enhance the model�s performance in detecting deepfakes. We suggested the ReLU activation in conv2D layers in place of regular Swish activation in EfficientNetB0 first variant as ReLU is computationally more efficient and reduces the risk of overfitting. We evaluated our model on two large-scale challenging deepfake datasets: FaceForensics ++ and CelebDF. Our RSE-Net attained an average accuracy of 99.7% on the FaceForensics++ dataset, and 96.09% on the CelebDF dataset. Furthermore, our model generalizes well and effectively detects deepfake videos in realworld scenarios. Thus, it is a valuable tool for analyzing and detecting potentially manipulated content.;"Deepfake detection;Celeb-DF;FaceForensics ++;Ensemble model;Fused-EfficientNet";IEEE
412;DeepFake Video Detection Using Machine Learning and Deep Learning Techniques;"L. Sarala; C. Sridevi; R. A. Chowdary; M. H. G. P. Gargeye";2024;The current issue facing the community is determining the legitimacy of online content, including movies and pictures generated by machine learning, in light of the development of Generative adversarial networks (GAN) and other deep learning-based DeepFake approaches. There is an extraordinary chance that we may severe violations of fundamental human rights combined with an inevitable, fundamental shift in the way people interact in society. Evidence of misinformation and manipulation of news headlines, medical (dis)information, and invasions of privacy have already been demonstrated. The objective of this proposed project is to efficiently identify DeepFake photos using an online image database. The categorization of real from false photos using convolutional neural networks and data from a sizable internet database is the main topic of this study. Our comparison of three distinct convolutional neural networks was our goal. 1) DenseNet, 2) VGG Face and 3) personalized CNN structure. Future research will examine whether real and false pictures cluster independently using unsupervised clustering techniques or auto-encoders. It would also involve using CNN visualization techniques to give our models more interpretability and transparency.;"Convolution neural networks (CNN);Generative Adversarial Networks (GAN);DeepFake;VGG Face;DenseNet;Artificial neural network (ANN)";IEEE
413;Deep Fake Face Detection using Efficient Convolutional Neural Networks;"M. Umadevi; S. B. Krishna; N. S. Kumar";2024;Deep fake content, especially in images and videos, is spreading at an unprecedented rate. Fake content are generated with the help of advanced deep learning (DL) algorithms such as GANs, autoencoders, and variation autoencoders. This fake content spreads misinformation, causing a severe impact on society by degrading the trustworthiness of content on social media. Mitigating the risk of these techniques can be done by utilizing the power of one of the DL models, which is CNN. This research study focuses on analysing various Deep-Fake (DF) identification techniques that are trained on various datasets with a small number of samples. The proposed work demonstrates an efficient CNN model and three other CNN pre-trained models through transfer learning on a large dataset available on Kaggle, consisting of 140k images of faces. The proposed CNN model achieved a high accuracy of 96%, while DenseNet121 reached 97%. Both EfficientNetB0 and MobileNet demonstrated even higher performance, each achieving an accuracy of 98% within 15 epochs.;"Deep-Fakes (DF);Deep Learning (DL);CNN: Convolutional Neural Networks;GAN: Generative Adversarial Neural Network;Autoencoders";IEEE
414;Deep Fake and Digital Forensics;"H. Alshammari; K. Elleithy";2023;Deepfakes have posed a significant challenge to digital forensics, and there is an increasing need for high accuracy deepfake (DF) detection models in real-world scenarios. This research examines and fine-tunes the MesoNet model to improve its performance on a large dataset of 140K authentic and manipulated images. The original MesoNet model achieved an accuracy of 87.1%. However, after fine-tuning and optimizing the model�s weights, the accuracy improved to 96.20%. This was accompanied by a sensitivity of 97.48% and a specificity of 94.75%, indicating that the model is highly effective at detecting genuine images and accurately identifying forged ones. This research contributes to the advancement of DF detection mechanisms in real-world scenarios.;"Digital forensics;AI forensics;Data science and digital forensics;Deep fake;Face swapping";IEEE
418;An Efficient Algorithm for Fake Video Detection;"N. Nibras; S. Fahim; S. Sakib; S. U. Rashid; A. Rahman";2024;In recent times, the circulation of fake videos has caused significant uproar among the general people. Fake videos have caused considerable inconvenience in the daily lifestyle of some people. The intervention of fake videos is now regarded as a serious obstacle due to its manipulating and convincing power. Researchers and scientists have been trying to implement different methods and techniques to overcome this new technical barrier. Various procedures and algorithms have been implemented, which showed a wide variety of results in controlling and defeating this technological hazard. However, it is yet to be concluded on which method should be followed to stop fake videos from causing us problems. This is due to the broad range of results achieved by them and the deficiencies that these methods contain. None of these methods produced the perfect protection in all aspects of fake videos. Hence, our project emphasizes on detecting fake videos by implementing algorithms that will provide the most efficient and accurate result. In our project, a video will be uploaded in the web application, which will then undergo different machine learning techniques which will involve filtering, feature extraction, and classification. Finally, after completing the procedure, the output will be displayed whether the video is fake or real. According to our model, the accuracy rate achieved was 83.456%, 87.349% and 88.965% for the length of sequence 10, 20 and 40 respectively. The best accuracy was achieved when the length of sequence is 40.;"Convolutional neural network;Deepfake video;Machine learning;Recursive neural network";IEEE
419;Deepfake Facial Recognition for Video Clips;"Adarsh; N. Bhaal; G. Padmapriya";2024;The accessibility of deep learning tools has fueled the rise of convincing Deepfake videos. This research focuses on developing and evaluating an advanced Deepfake Facial Recognition system, integrating Long Short-Term Memory (LSTM) and ResNeXt CNNs. Utilizing CNNs for frame-level facial feature extraction and LSTM for temporal dependencies, the system excels in discerning nuanced manipulations. Extensively tested on diverse Deepfake content, our findings demonstrate the system's considerable accuracy in distinguishing between authentic and manipulated facial features. The integrated LSTM enhances sensitivity to subtle manipulations often overlooked by frame-based methods, while the ResNeXt CNN architecture improves overall precision. Rigorously evaluated on a diverse set of Deepfake-containing video clips, the system proves highly effective. The research also addresses challenges in Deepfake facial recognition, exploring potential countermeasures and contributing valuable insights to the development of robust systems mitigating risks associated with manipulated video content. The FaceForensic++ dataset model stands out with its remarkable precision, achieving an impressive accuracy rate of 97.76%. Meanwhile, the Celeb-DF dataset model has also performed admirably, boasting a competitive accuracy score of 93.97%.;"Deepfake Video Detection;ResNext CNN;LSTM";IEEE
420;Video Integrity Detection with Deep Learning;"C. R; A. V. R; P. R";2024;In today's digital age, ensuring information integrity against deepfakes is essential. This project addresses this challenge by developing a scalable video integrity detection system through the fusion of convolutional neural networks (CNNs) for analyzing video frames and recurrent neural networks (RNNs) for temporal behavior. The model incorporates advanced architectures designed to capture subtle inconsistencies and manipulation artifacts, leveraging cutting-edge techniques for enhanced detection compared to traditional methods. Its adaptability is enhanced through the utilization of domain adaptation and adversarial training strategies, ensuring durability against evolving manipulation techniques. Designed for real-time capabilities, the system is optimized for efficient inference, enabling proactive identification and mitigation of manipulated content on online platforms. Expected outcomes include achieving high accuracy in discriminating real from manipulated videos, promoting improved trust and transparency in the digital media landscape. By providing a reliable means to verify the integrity of video content, the system contributes to a more trustworthy and secure digital ecosystem. This multi-modal fusion approach, coupled with advanced architectures, effectively addresses the necessity for identifying and controlling the spread of manipulated video content.;"Deep learning;Video integrity detection;Convolutional neural networks (CNNs);Recurrent neural networks (RNNs);Deepfake (DF);Adversarial training;Long Short-Term Memory (LSTM);ResNeXt";IEEE
423;Detection of Facial Forgery in Digital Images;"H. A. Khan; S. Tehsin; M. Humayun; G. N. Alwakid";2023;Detection of facial forgery in images and videos is a complex and challenging task. For the last years, different methods have been employed to detect facial forgeries. However, facial forgeries are still very challenging to detect. In this paper, a modern facial forgery detection method is presented which automatically detects facial forgeries in videos and images. The proposed method classifies fake and original videos and images. To classify the images, deep learning model, Inception-ResNet has been adopted. The proposed method is validated on publicly available Deepfake TIMIT dataset and effective results have been reported.;"Facial Forgery;Deepfake;Image Forensics;Fake Image;deep learning";IEEE
424;Robust Frame-Level Detection for Deepfake Videos With Lightweight Bayesian Inference Weighting;"L. Zhou; C. Ma; Z. Wang; Y. Zhang; X. Shi; L. Wu";2024;Deepfake threatens the authenticity of the information in artificial intelligence Internet of Things (IoT) systems. Recently, several deepfake detection methods have been proposed in academia and industry for securing the authenticity of visual information in the face of artificial intelligence advances. Frame-level detection methods, a widely employed security method against deepfake, have a small model size and offer real-time responsiveness, despite basing their classification decision only on the information contained within the frame they are evaluating. We propose a new lightweight frame-level detection technique based on Bayesian inference weighting (BIW) to improve the robustness of existing frame-level detection models. Our proposed BIW technique employs the Naive Bayesian algorithm to estimate the reliability of any candidate model�s detection results. Comprehensive experiments were conducted on the attacked data sets by four designed video interference approaches and edge computing platform, showing that BIW enhances the robustness of all the baselines and improves their detection accuracy with a real-time response.;"Bayesian inference;deepfake video;frame-level detection;IoT security";IEEE
427;MCL: Multimodal Contrastive Learning for Deepfake Detection;"X. Liu; Y. Yu; X. Li; Y. Zhao";2024;Advancements in computer vision and deep learning have led to difficulty in distinguishing Deepfake and real videos. In particular, forgery audios are also generated to accompany fake videos and make them more realistic, which makes Deepfake detection more difficult. Existing Deepfake detection methods that use multimodal information ignore the representation gap between different modalities, resulting in limited performance. To address this problem, in this paper, a novel Deepfake detection method utilizing multimodal contrastive learning (MCL) is proposed to better explore intra-modal and cross-modal forgery clues. To reduce the cross-modal gap and explore multimodal forgery artifacts, a cross-modal contrastive learning strategy is designed to learn a compositional embedding from multimodal information, which facilitates pulling together representations across uni-modalities and multi-modalities. Moreover, to supplement the intra-frame forgery clues mining ability of the video network, the frame knowledge is distilled to the video network without adding additional computation. Specifically, to mine intra-modal clues, three modality features are first extracted from audio, frame and video, respectively. Secondly, the audio and frame features are separately composed with the video feature to derive two cross-modal representations. Subsequently, these cross-modal features are contrastive with the intra-modal features to reduce cross-modal gap. By jointly pulling together the unimodal and multimodal features through MCL, a more effective representation that contains intra-modal and cross-modal forgery artifacts can be learned. Finally, a noise-based feature augmentation (NFA) module is proposed to adaptively perturb the audio-visual feature and further improve generalization performance. Extensive experiments demonstrate that the proposed framework outperforms SOTA methods.;"Deepfake detection;contrastive learning;knowledge distillation";IEEE
430;Joint Audio-Visual Deepfake Detection;"Y. Zhou; S. -N. Lim";2021;"Deepfakes (""deep learning"" + ""fake"") are videos synthetically generated with AI algorithms. While they could be entertaining, they could also be misused for falsifying speeches and spreading misinformation. The process to create deepfakes involves both visual and auditory manipulations. Exploration on detecting visual deepfakes has produced a number of detection methods as well as datasets, while audio deepfakes (e.g. synthetic speech from text-to-speech or voice conversion systems) and the relationship between the video and audio modalities have been relatively neglected. In this work, we propose a novel visual / auditory deepfake joint detection task and show that exploiting the intrinsic synchronization between the visual and auditory modalities could benefit deepfake detection. Experiments demonstrate that the proposed joint detection framework outperforms independently trained models, and at the same time, yields superior generalization capability on unseen types of deepfakes.";"Image and video manipulation detection and integrity methods;Vision + other modalities";IEEE
431;Improved Deepfake Video Detection Using Convolutional Vision Transformer;"D. W. Deressa; P. Lambert; G. Van Wallendael; S. Atnafu; H. Mareen";2024;Deepfakes are hyper-realistic videos in which the faces are replaced, swapped, or forged using deep-learning models. This potent media manipulation techniques hold promise for applications across various domains. Yet, they also present a significant risk when employed for malicious intents like iden-tity fraud, phishing, spreading false information, and executing scams. In this work, we propose a novel and improved Deepfake video detector that uses a Convolutional Vision Transformer (CViT2), which builds on the concepts of our previous work (CViT). The CViT architecture consists of two components: a Convolutional Neural Network that extracts learnable features, and a Vision Transformer that categorizes these learned features using an attention mechanism. We trained and evaluted our model on 5 datasets, namely Deepfake Detection Challenge Dataset (DFDC), $\mathbf{FaceForensics++} \ (\text{FF}++)$ I, Celeb-DF v2, Deep-fakeTIMIT, and TrustedMedia. On the test sets unseen during training, we achieved an accuracy of 95 %, 94.8 %, 98.3 % and 76.7% on the DFDC, $\mathbf{FF ++}$, Celeb-DF v2, and TIMIT datasets, respectively. In conclusion, our proposed Deepfake detector can be used in the battle against misinformation and other forensic use cases.;"Deepfake Video Detection;Vision Transformer;Convolutional Neural Network;Misinformation Detection;Mul-timedia Forensics";IEEE
433;Analyzing Deep Learning Models� Generalization Ability Under Different Augmentations on Deepfake Datasets;"I. Huseynli; S. Varli";2021;Deepfakes allow users to manipulate the identity of a person in a video or an image. Improvements on GAN-based techniques also generate more realistic and hard to detect fake faces. This threatens individuals and decreases trust in social media platforms. In this work, our goal is to report eight different models� learning ability on, by far, the largest fake face dataset - DFDC. The models� generalization ability was tested on the DFDC test set and Celeb-DF-v2 dataset. Effect of the various cut-out like augmentations to the learning was also reported.;"deepFake;dFdc;face manipulation;digital video forensics";IEEE
434;A Visually Interpretable Forensic Deepfake Detection Tool Using Anchors;"K. Jayakumar; N. Skandhakumar";2022;"�Deepfakes� have seen a dramatic rise in recent times and are becoming quite realistic and indistinguishable with the advancement of deepfake generation techniques. Promising strides have been made in the deepfake detection area even though it is a relatively new research domain. Majority of current deepfake detection solutions only classify a video as a deepfake without providing any explanations behind the prediction. However, these works fail in situations where transparency behind a tool�s decision is crucial, especially in a court of law, where digital forensic investigators maybe called to testify if a video is a deepfake with evidence; or where justifications behind tool decisions plays a key role in the jury�s verdict. Explainable AI (XAI) has the power to make deepfake detection more meaningful, as it can effectively help explain why the detection tool classified the video as a deepfake by highlighting forged super-pixels of the video frames. This paper proposes the use of �Anchors� XAI method, a model-agnostic high precision explainer to build the prediction explainer model, that can visually explain the predictions of a deepfake detector model built on top of the EfficientNet architecture. Evaluation results show that Anchors fair better than LIME in terms of producing visually explainable and easily interpretable explanations and produces an anchor affinity score of 70.23%. The deepfake detector model yields an accuracy of 91.92%.";"Deepfake Detection;XAI;Computer Vision;Deep Neural Networks;Anchors;Digital Media Forensics";IEEE
436;Constructing New Backbone Networks via Space-Frequency Interactive Convolution for Deepfake Detection;"Z. Guo; Z. Jia; L. Wang; D. Wang; G. Yang; N. Kasabov";2024;The serious concerns over the negative impacts of Deepfakes have attracted wide attentions in the community of multimedia forensics. The existing detection works achieve deepfake detection by improving the traditional backbone networks to capture subtle manipulation traces. However, there is no attempt to construct new backbone networks with different structures for Deepfake detection by improving the internal feature representation of convolution. In this work, we propose a novel Space-Frequency Interactive Convolution (SFIConv) to efficiently model the manipulation clues left by Deepfake. To obtain high-frequency features from tampering traces, a Multichannel Constrained Separable Convolution (MCSConv) is designed as the component of the proposed SFIConv, which learns space-frequency features via three stages, namely generation, interaction and fusion. In addition, SFIConv can replace the vanilla convolution in any backbone networks without changing the network structure. Extensive experimental results show that seamlessly equipping SFIConv into the backbone network greatly improves the accuracy for Deepfake detection. In addition, the space-frequency interaction mechanism does benefit to capturing common artifact features, thus achieving better results in cross-dataset evaluation. Our code will be available at https://github.com/EricGzq/SFIConv.;"Deepfake detection;space-frequency interactive convolution;backbone network;manipulation traces";IEEE
437;FGSM Adversarial Attack Detection On Deepfake Videos;"S. N. Mohamed; A. A. Ahmed; W. Elsersy";2024;Our goal in this work is to create robust detection models that will counter the danger of adversarial attacks on deepfake videos. We selected a subset of the FaceForensics++ dataset, consisting of 1600 movies evenly divided into actual and fake categories, in order to overcome computational limitations.For FGSM attack detection, we used two sophisticated deep learning models: ResNet50 and Xception. In order to enhance the models' capacity to identify pertinent characteristics, we preprocessed the dataset prior to training by removing frames and concentrating on facial areas. We also added several intensities of FGSM adversarial attacks to improve the dataset's durability and diversification. The outcomes of our experiments were encouraging. With very little loss, the Xception model demonstrated remarkable performance, attaining high accuracies of 98.85% in training, 98.58% in validation, and 93.75% in testing. Never-theless, the ResNet50 model encountered difficulties, exhibiting reduced training, validation, and testing accuracies of 85.26%, 83.18%, and 82.50%, coupled with increased losses. Overall, by offering useful techniques for identifying misleading content, our research strengthens the authenticity and reliability of videos.;;IEEE
438;Demystifying Attention Mechanisms for Deepfake Detection;"A. Das; S. Das; A. Dantcheva";2021;Manipulated images and videos, i.e., deepfakes have become increasingly realistic due to the tremendous progress of deep learning methods. However, such manipulation has triggered social concerns, necessitating the introduction of robust and reliable methods for deepfake detection. In this work, we explore a set of attention mechanisms and adapt them for the task of deepfake detection. Generally, attention mechanisms in videos modulate the representation learned by a convolutional neural network (CNN) by focusing on the salient regions across space-time. In our scenario, we aim at learning discriminative features to take into account the temporal evolution of faces to spot manipulations. To this end, we address the two research questions �How to use attention mechanisms?�, and �What type of attention is effective for the task of deepfake detection?� Towards answering these questions, we provide a detailed study and experiments on videos tampered by four manipulation techniques, as included in the FaceForensics++ dataset. We investigate three scenarios, where the networks are trained to detect (a) all manipulated videos, (b) each manipulation technique individually, as well as (c) the veracity of videos pertaining to manipulation techniques not included in the train set.;;IEEE
439;Towards Generalized Deepfake Detection With Continual Learning On Limited New Data;"H. Huang; N. Sun; X. Lin; N. Moustafa";2022;Advancements in deep learning make it increasingly easy to produce highly realistic fake images and videos (also known as deepfakes), which could undermine trust in public discourse and pose threats to national and economic security. Despite the diligent efforts in developing deepfake detection techniques, existing approaches often generalize poorly when the characteristics of new data and tasks differ significantly from the ones involved in their initial training phase. The detectors' limited generalizability hinders their widespread adoption if they cannot handle unseen manipulations in an open set. A promising remedy is to endow the deepfake detectors with the capability of lifelong learning from the new data to improve themselves. However, it is not uncommon in real-world scenarios that the amount of training data associated with a certain deepfake algorithm is limited. Therefore, the effectiveness and agility of a continual learning scheme depend heavily on its ability to learn from limited new data. In this work, we propose a deepfake detection approach that combines spectral analysis and continual learning methods to pave the way towards generalized deepfake detection with limited new data. The experimental results on five datasets of deepfakes show that our proposed approach generalizes well on unseen datasets. Furthermore, it effectively addresses catastrophic forgetting despite limited new data, with the average forgetting rate reduced by 35.04% and the average accuracy improved by 22.45% as compared to without continual learning.;"deepfake detection;spectral analysis;continual learning;generalization;limited data";IEEE
440;Efficientnet-Based Deep Learning Approach for Video Forgery Detection and Authentication;"V. Gowri Priyaa; M. Jaya Harrish; M. Udhayakumar; N. Jothieswaran; K. Dinesh";2024;The technological advancements in artificial intelligence have made it a lot easier to create forged videos that are difficult to distinguish from reality. Fake videos also called deep fakes are created with greater accuracy and precision. Detecting and removing fake data on the internet can prevent misinformation and rumors from spreading. To achieve this, detection methods must be robust, generalized, fast, and accurate enough to detect fake data. In this paper, deepfakes are created using Generative Adversarial Network (GAN) and used for dataset training. The deepfakes are found to be different from real ones by various parameters like facial expressions, irregularities in the image, etc. This project focuses on detecting the manipulated face of the person in a frame using the EfficientNet B4 algorithm. The EfficientNet B4 model is more accurate than EfficientNet B0 and less complex than EfficientNet B7. The modified EfficientNet B4 outperforms the existing EfficientNet B0 in terms of accuracy. The probabilities of deep fakes in each frame are calculated and on average the video is detected as real or fake. This model demonstrates a very successful detection rate of more than 92%. Finally, modified EfficientNet B4 is compared with other models� performance.;"Deepfake;EfficientNet;Compound scaling;Generator;Discriminator";IEEE
442;Detecting Deepfake Videos via Frame Serialization Learning;"X. Zhou; Y. Wang; P. Wu";2020;Deepfake, a video forgery technique based on Generative Adversarial Network (GAN), has been proved to be a serious threat to the public security. The images and videos generated with it can even fool human eyes. In this paper, we propose a deep learning-based method to hunt Deepfake videos. A 3D-ResNext based model is developed to effectively learn the leverageable difference between fake videos and benign ones from multiple serialized frames. Furthermore, to address the information loss in compressed videos, the data enhancement technique is introduced in data preprocessing to collect sufficient training samples from public datasets, e.g., FaceForensics++, DeepFakeDetection and DFDC. The experiments demonstrated that our method has good performance and generalization ability in the task of Deepfake videos detection.;"Deepfakes;deep learning;ResNext;3D-ResNext;WS-DAN";IEEE
450;Enhancing Deepfake Detection With Diversified Self-Blending Images and Residuals;"Q. Liu; Z. Xue; H. Liu; J. Liu";2024;The advancement of deep forgery technology has significantly impacted the credibility of media content, making the detection of deep forgeries crucial for ensuring media security. Although research on deepfake detection methods has been progressively advancing, current approaches predominantly rely on detecting and identifying artifacts. As deep forgery technology continually improves, high-quality synthetic images and those produced through reconstruction methods have become increasingly sophisticated, rendering artifact and trace detection methods somewhat limited. To address this issue, we introduce a deep forgery detection method that integrates deep neural networks with fine-grained artifact features. Our proposed method simulates diverse facial synthesis data by employing facial color conversion, facial frequency domain conversion, and facial mask deformation and blurring. This trains the deepfake detection model to adapt to various synthesis techniques. The classifier model is trained using multiple perturbations of authentic images, with fine-grained artifact features ensuring the stability of the detection process. Our approach achieves superior accuracy and AUC values on the FF++ and WildDeepfake datasets, demonstrating its effectiveness and adaptability in detecting deep forgeries.;"Deep learning;deepfake;synthetic data;image forensics";IEEE
453;Fairness Evaluation in Deepfake Detection Models using Metamorphic Testing;"M. Pu; M. Y. Kuan; N. T. Lim; C. Y. Chong; M. K. Lim";2022;Fairness of deepfake detectors in the presence of anomalies are not well investigated, especially if those anomalies are more prominent in either male or female subjects. The primary motivation for this work is to evaluate how deepfake detection model behaves under such anomalies. However, due to the black-box nature of deep learning (DL) and artificial intelligence (AI) systems, it is hard to predict the performance of a model when the input data is modified. Crucially, if this defect is not addressed properly, it will adversely affect the fairness of the model and result in discrimination of certain sub-population unintentionally. Therefore, the objective of this work is to adopt metamorphic testing to examine the reliability of the selected deepfake detection model, and how the transformation of input variation places influence on the output. We have chosen MesoInception-4, a state-of-the-art deepfake detection model, as the target model and makeup as the anomalies. Makeups are applied through utilizing the Dlib library to obtain the 68 facial landmarks prior to filling in the RGB values. Metamorphic relations are derived based on the notion that realistic perturbations of the input images, such as makeup, involving eyeliners, eye shadows, blushes, and lipsticks (which are common cosmetic appearance) applied to male and female images, should not alter the output of the model by a huge margin. Furthermore, we narrow down the scope to focus on revealing potential gender biases in DL and AI systems. Specifically, we are interested to examine whether MesoInception-4 model produces unfair decisions, which should be considered as a consequence of robustness issues. The findings from our work have the potential to pave the way for new research directions in the quality assurance and fairness in DL and AI systems.;"Metamorphic testing;fairness testing;robustness testing;oracle problem";IEEE
454;Tensor-Based Deepfake Detection in Scaled and Compressed Images;"S. Concas; G. Perelli; G. L. Marcialis; G. Puglisi";2022;When deepfakes are widespread on chatting platforms, they are expected to be subject to heavy resizing and compressing steps. In this paper, we present a tensor-based representation of compressed and resized images. Tensor embeds DCT features computed on multi-scaled and multi-compressed versions of the input facial image. Moreover, a custom deep-architecture is designed and trained on the proposed representation. Experimental results show its pros and cons with respect to state-of-the-art methods.;"Deepfake;face;biometric";IEEE
455;Deepfake Detection Using EfficientNet and XceptionNet;"B. Yasser; J. Hani; S. El-Gayar; O. Amgad; N. Ahmed; H. M. Ebied; H. Amr; M. Salah";2023;The increasing prevalence of manipulated media, particularly deepfake videos, poses significant challenges in distinguishing real from fake content. This paper addresses the issue of detecting deepfake videos using advanced CNN architectures such as EfficientNet-B4 and XceptionNet. The FF++ and Celeb-DF (v2) datasets are used to compare real and fake videos. The methodology involves preprocessing the Celeb- DF dataset by extracting frames and isolating faces, training the models, and evaluating their performance using log loss and Area Under the Curve (AUC) metrics. The study shows that both models are effective in accurately classifying real and fake videos and highlights the importance of continuously updating deepfake detection algorithms in response to evolving deepfake generation techniques.;"Deepfake Detection;Extracting Frames;cropping faces;accuracy;XceptionNet;EfficientNet";IEEE
457;Human vs. Automatic Detection of Deepfake Videos Over Noisy Channels;"S. S. Prasad; O. Hadar; T. Vu; I. Polian";2022;Identification of DeepFake video content is a challenging scientific problem that addresses a growing societal concern. We investigate the relationship between DeepFake detection by humans and by automatic methods based on state-of-the-art deep learning algorithms. The main novelty of our work is the consideration of videos that are transmitted through noisy channels and arrive with distortions. This reflects many practical environments, including surveillance based on cameras connected via noisy wireless links and videoconferencing in driving vehicles. We conduct a user study with 192 probands who classify real (genuine) and DeepFake videos with and without various classes of distortions. We find that today's deep neural networks (DNNs) outperform humans by far, whereas humans are heavily distracted by random noise from the channel. Moreover, DNNs are robust under distortions, achieving perfect classification on distorted data even when trained on distortion-free content. It appears that the human visual system and DNNs are approaching the DeepFake classification problem quite differently and their respective strengths and weaknesses are largely uncorrelated.;"DeepFake Detection;Deep Learning;Noisy Channels";IEEE
458;Enhancing Deepfake Detection using SE Block Attention with CNN;"S. Dasgupta; J. Mason; X. Yuan; O. Odeyomi; K. Roy";2024;In the digital age, Deepfake present a formidable challenge by using advanced artificial intelligence to create highly convincing manipulated content, undermining information authenticity and security. These sophisticated fabrications surpass traditional detection methods in complexity and realism. To address this issue, we aim to harness cutting-edge deep learning methodologies to engineer an innovative deepfake detection model. However, most of the models designed for deepfake detection are large, causing heavy storage and mem-ory consumption. In this research, we propose a lightweight convolution neural network (CNN) with squeeze and excitation block attention (SE) for Deepfake detection. The SE block module is designed to perform dynamic channel-wise feature recalibration. The SE block allows the network to emphasize informative features and suppress less useful ones, which leads to a more efficient and effective learning module. This module is integrated with a simple sequential model to perform Deepfake detection. The model is smaller in size and it achieves competing accuracy with the existing models for deepfake detection tasks. The model achieved an overall classification accuracy of 94.14% and AVC-ROC score of 0.985 on the Style GAN dataset from the Diverse Fake Face Dataset. Our proposed approach presents a promising avenue for combating the Deepfake challenge with minimal computational resources, developing efficient and scalable solutions for digital content verification.;"SE Block;CNN;Deepfake Detection;Entire Face Synthesis";IEEE
459;Comparative Analysis of Deepfake Video Detection Using Inception Net and Efficient Net;"G. R. E; M. E; G. K. C; T. Bellam; B. P; K. Rengaraju";2022;Human beings have the most distinctive feature that is human face. We can exchange somebody faces with anybody else's faces that appear realistic because many have another type of algo is based upon deepfake tech. Deepfake videos / photos is revolutionary subdual of AI tech by using someones human face can overwrite of someones face. More generously, with many different methods based on productive pictures. Unwillingly the overuse of smartphone and organizing by multiple internet web using AI manipulated data is reaching quicker in something which can we see in the 20th century, global danger is made up by these products Deepfakes are digital manipulation techniques that use machine learning to produce misleading videos. Identification is most difficult part to find from the original. Previously, CNN networks were used to perform identify the deep fake verification. Due to the increasing popularity of deep fakes identification of real one is more important find ways to detect manipulated videos that are presented as real ones. In this project, we will study different methods that can be used to detect such images as well as videos. This study shows that they can also be done using a convolutional algorithm known as Efficient Net and Inception Net. In this Paper, we compare various versions of Convolutional Inception Net with various versions of convolutional Efficient Net combined with Vision Transformers and different Data files to obtain best possible results in Deepfake detection. To get the highly accurate percentage to identify the video is fake or real by using efficient net and by inception net. tract);"Deepfake;Inception net;Efficient net;CNN;Vision Transformers";IEEE
460;AVFF: Audio-Visual Feature Fusion for Video Deepfake Detection;"T. Oorloff; S. Koppisetti; N. Bonettini; D. Solanki; B. Colman; Y. Yacoob; A. Shahriyari; G. Bharaj";2024;With the rapid growth in deepfake video content, we re-quire improved and generalizable methods to detect them. Most existing detection methods either use uni-modal cues or rely on supervised training to capture the dissonance be-tween the audio and visual modalities. While the former disregards the audio-visual correspondences entirely, the lat-ter predominantly focuses on discerning audio-visual cues within the training corpus, thereby potentially overlooking correspondences that can help detect unseen deepfakes. We present Audio- Visual Feature Fusion (AVFF), a two-stage cross-modal learning method that explicitly captures the correspondence between the audio and visual modalities for improved deepfake detection. The first stage pursues representation learning via self-supervision on real videos to capture the intrinsic audio-visual correspondences. To extract rich cross-modal representations, we use contrastive learning and autoencoding objectives, and introduce a novel audio-visual complementary masking and feature fusion strategy. The learned representations are tuned in the second stage, where deepfake classification is pursued via super-vised learning on both real and fake videos. Extensive exper-iments and analysis suggest that our novel representation learning paradigm is highly discriminative in nature. We report 98.6% accuracy and 99.1% AUC on the FakeAVCeleb dataset, outperforming the current audio-visual state-of-the-art by 14.9% and 9.9%, respectively.;"video deepfake detection;representation learning;audio visual;multimodal";IEEE
